,compound,neg,neu,pos,published
29989,0.5719,0.0,0.911,0.089,2018-05-21T02:06:00.000+03:00
29990,0.8645,0.067,0.853,0.08,2018-05-21T02:01:00.000+03:00
29991,-0.1431,0.084,0.916,0.0,2018-05-21T02:00:00.000+03:00
29992,0.796,0.0,0.769,0.231,2018-05-21T01:57:00.000+03:00
29993,0.4939,0.004,0.982,0.014,2018-05-21T01:54:00.000+03:00
29994,0.0,0.0,0.0,0.0,2018-05-21T01:47:00.000+03:00
29995,0.2732,0.0,0.92,0.08,2018-05-21T01:38:00.000+03:00
29996,-0.1749,0.105,0.814,0.081,2018-05-21T01:38:00.000+03:00
29997,0.8901,0.042,0.886,0.072,2018-05-21T01:33:00.000+03:00
29998,0.1779,0.07,0.838,0.091,2018-05-21T01:32:00.000+03:00
29999,0.0,0.0,1.0,0.0,2018-05-21T01:29:00.000+03:00
30000,0.4724,0.0,0.872,0.128,2018-05-21T01:24:00.000+03:00
30001,-0.9493,0.053,0.913,0.034,2018-05-21T01:20:00.000+03:00
30002,0.8805,0.0,0.929,0.071,2018-05-21T01:18:00.000+03:00
30003,0.8399,0.021,0.941,0.039,2018-05-21T01:18:00.000+03:00
30004,0.7579,0.0,0.848,0.152,2018-05-21T01:08:00.000+03:00
30005,0.0,0.0,1.0,0.0,2018-05-21T01:01:00.000+03:00
30006,0.9545,0.0,0.815,0.185,2018-05-21T00:59:00.000+03:00
30007,0.6222,0.041,0.841,0.117,2018-05-21T00:58:00.000+03:00
30008,-0.4215,0.043,0.957,0.0,2018-05-21T00:53:00.000+03:00
30009,0.0,0.0,1.0,0.0,2018-05-21T00:52:00.000+03:00
30010,-0.4019,0.301,0.546,0.153,2018-05-10T12:51:00.000+03:00
30011,0.0,0.0,0.0,0.0,2018-05-10T12:50:00.000+03:00
30012,0.7351,0.073,0.714,0.212,2018-05-10T12:48:00.000+03:00
30013,0.0,0.0,1.0,0.0,2018-05-10T12:46:00.000+03:00
30014,-0.4767,0.154,0.846,0.0,2018-05-10T12:46:00.000+03:00
30015,0.0,0.0,1.0,0.0,2018-05-10T12:44:00.000+03:00
30016,0.0258,0.021,0.957,0.022,2018-05-10T12:41:00.000+03:00
30017,0.0258,0.021,0.957,0.022,2018-05-10T12:40:00.000+03:00
30018,-0.6903,0.085,0.847,0.068,2018-05-10T12:39:00.000+03:00
30019,0.9721,0.046,0.685,0.268,2018-05-10T12:38:00.000+03:00
30020,0.223,0.068,0.853,0.079,2018-05-10T12:38:00.000+03:00
30021,0.9342,0.04,0.886,0.074,2018-05-10T12:37:00.000+03:00
30022,0.7568,0.0,0.694,0.306,2018-05-10T12:33:00.000+03:00
30023,0.765,0.027,0.867,0.107,2018-05-10T12:30:00.000+03:00
30024,0.9962,0.053,0.785,0.161,2018-05-10T12:27:00.000+03:00
30025,0.7556,0.085,0.818,0.097,2018-05-10T12:25:00.000+03:00
30026,0.9678,0.007,0.909,0.084,2018-05-10T12:24:00.000+03:00
30027,0.981,0.025,0.674,0.301,2018-05-10T12:24:00.000+03:00
30028,0.0,0.0,1.0,0.0,2018-05-10T12:20:00.000+03:00
30029,-0.3612,0.071,0.929,0.0,2018-05-10T12:20:00.000+03:00
30030,0.9565,0.072,0.816,0.112,2018-05-10T12:19:00.000+03:00
30031,0.0,0.0,1.0,0.0,2018-05-10T12:18:00.000+03:00
30032,0.5859,0.077,0.778,0.146,2018-05-10T12:17:00.000+03:00
30033,-0.1154,0.046,0.916,0.037,2018-05-10T12:15:00.000+03:00
30034,0.9979,0.055,0.764,0.181,2018-05-10T12:13:00.000+03:00
30035,0.6652,0.055,0.807,0.138,2018-05-10T12:13:00.000+03:00
30036,0.8779,0.0,0.932,0.068,2018-05-10T12:12:00.000+03:00
30037,0.2263,0.034,0.911,0.055,2018-05-10T12:08:00.000+03:00
30038,-0.7096,0.182,0.766,0.053,2018-05-10T12:06:00.000+03:00
30039,0.8864,0.043,0.743,0.214,2018-05-10T12:05:00.000+03:00
30040,0.8908,0.034,0.769,0.197,2018-05-10T12:04:00.000+03:00
30041,0.4601,0.064,0.765,0.17,2018-05-10T12:03:00.000+03:00
30042,0.5859,0.0,0.928,0.072,2018-05-10T12:03:00.000+03:00
30043,0.9001,0.05,0.876,0.075,2018-05-10T12:00:00.000+03:00
30044,0.7351,0.0,0.928,0.072,2018-05-10T11:59:00.000+03:00
30045,0.6768,0.033,0.9,0.067,2018-05-10T11:59:00.000+03:00
30046,0.974,0.029,0.873,0.098,2018-05-10T11:54:00.000+03:00
30047,0.6808,0.036,0.855,0.109,2018-05-10T11:54:00.000+03:00
30048,-0.4497,0.074,0.893,0.033,2018-05-10T11:52:00.000+03:00
30049,0.9872,0.034,0.85,0.116,2018-05-10T11:52:00.000+03:00
30050,0.0,0.0,1.0,0.0,2018-05-10T11:51:00.000+03:00
30051,0.9121,0.064,0.814,0.121,2018-05-10T11:50:00.000+03:00
30052,0.2263,0.0,0.937,0.063,2018-05-10T11:46:00.000+03:00
30053,0.8933,0.023,0.858,0.119,2018-05-10T11:45:00.000+03:00
30054,0.7512,0.097,0.808,0.095,2018-05-10T11:45:00.000+03:00
30055,-0.1666,0.092,0.841,0.067,2018-05-10T11:43:00.000+03:00
30056,-0.1666,0.092,0.841,0.067,2018-05-10T11:43:00.000+03:00
30057,0.9659,0.018,0.858,0.124,2018-05-10T11:40:00.000+03:00
30058,-0.128,0.073,0.927,0.0,2018-05-10T11:37:00.000+03:00
30059,0.8382,0.038,0.823,0.139,2018-05-10T11:33:00.000+03:00
30060,0.9797,0.013,0.831,0.156,2018-05-10T11:32:00.000+03:00
30061,0.0,0.0,1.0,0.0,2018-05-10T11:31:00.000+03:00
30062,0.0,0.0,1.0,0.0,2018-05-10T11:31:00.000+03:00
30063,0.1531,0.0,0.935,0.065,2018-05-10T11:28:00.000+03:00
30064,0.7519,0.088,0.807,0.105,2018-05-10T11:25:00.000+03:00
30065,0.0,0.0,1.0,0.0,2018-05-10T11:21:00.000+03:00
30066,0.3182,0.0,0.944,0.056,2018-05-10T11:16:00.000+03:00
30067,0.9896,0.05,0.831,0.119,2018-05-10T11:14:00.000+03:00
30068,0.9958,0.016,0.857,0.127,2018-05-10T11:14:00.000+03:00
30069,0.9854,0.02,0.902,0.078,2018-05-10T11:13:00.000+03:00
30070,-0.3397,0.074,0.843,0.083,2018-05-10T11:13:00.000+03:00
30071,0.0,0.0,1.0,0.0,2018-05-10T11:11:00.000+03:00
30072,0.3612,0.054,0.831,0.115,2018-05-10T11:07:00.000+03:00
30073,0.4588,0.054,0.875,0.072,2018-05-10T11:07:00.000+03:00
30074,0.875,0.0,0.936,0.064,2018-05-10T11:07:00.000+03:00
30075,0.9287,0.0,0.877,0.123,2018-05-10T11:06:00.000+03:00
30076,0.9965,0.027,0.839,0.134,2018-05-10T11:06:00.000+03:00
30077,0.9915,0.029,0.869,0.103,2018-05-10T11:06:00.000+03:00
30078,0.9678,0.015,0.897,0.088,2018-05-10T11:03:00.000+03:00
30079,-0.1027,0.113,0.887,0.0,2018-05-10T11:03:00.000+03:00
30080,0.1027,0.058,0.878,0.064,2018-05-10T11:02:00.000+03:00
30081,-0.9493,0.12,0.88,0.0,2018-05-10T10:58:00.000+03:00
30082,-0.1027,0.125,0.724,0.152,2018-05-10T10:55:00.000+03:00
30083,-0.8414,0.09,0.834,0.075,2018-05-10T10:49:00.000+03:00
30084,0.8082,0.096,0.681,0.223,2018-05-10T10:40:00.000+03:00
30085,0.8443,0.055,0.778,0.167,2018-05-10T10:39:00.000+03:00
30086,-0.8631,0.084,0.847,0.069,2018-05-10T10:38:00.000+03:00
30087,0.9953,0.045,0.826,0.129,2018-05-10T10:38:00.000+03:00
30088,0.9578,0.018,0.814,0.168,2018-05-10T10:36:00.000+03:00
30089,0.9702,0.017,0.876,0.107,2018-05-10T10:36:00.000+03:00
30090,-0.8807,0.156,0.844,0.0,2018-05-10T10:36:00.000+03:00
30091,0.9976,0.02,0.866,0.114,2018-05-10T10:33:00.000+03:00
30092,0.8718,0.028,0.871,0.101,2018-05-10T10:29:00.000+03:00
30093,0.0,0.0,1.0,0.0,2018-05-10T10:28:00.000+03:00
30094,0.8138,0.0,0.941,0.059,2018-05-10T10:24:00.000+03:00
30095,0.0,0.0,1.0,0.0,2018-05-10T10:23:00.000+03:00
30096,-0.9332,0.074,0.886,0.04,2018-05-10T10:22:00.000+03:00
30097,0.3612,0.0,0.828,0.172,2018-05-10T10:18:00.000+03:00
30098,0.2263,0.0,0.826,0.174,2018-05-10T10:17:00.000+03:00
30099,0.1717,0.068,0.865,0.066,2018-05-10T10:12:00.000+03:00
30100,0.9953,0.044,0.829,0.126,2018-05-10T10:07:00.000+03:00
30101,-0.4404,0.14,0.799,0.061,2018-05-10T10:06:00.000+03:00
30102,0.979,0.01,0.898,0.092,2018-05-10T10:06:00.000+03:00
30103,0.7089,0.0,0.927,0.073,2018-05-10T10:04:00.000+03:00
30104,0.7777,0.0,0.858,0.142,2018-05-10T10:04:00.000+03:00
30105,0.9914,0.095,0.741,0.165,2018-05-10T10:00:00.000+03:00
30106,-0.9477,0.193,0.807,0.0,2018-05-10T10:00:00.000+03:00
30107,0.0,0.0,1.0,0.0,2018-05-10T09:59:00.000+03:00
30108,0.9867,0.0,0.725,0.275,2018-05-10T09:56:00.000+03:00
30109,-0.8975,0.132,0.749,0.119,2018-05-10T09:54:00.000+03:00
30110,0.3818,0.0,0.938,0.062,2018-05-22T18:27:00.000+03:00
30111,0.0,0.0,1.0,0.0,2018-05-22T18:27:00.000+03:00
30112,0.9906,0.0,0.837,0.163,2018-05-22T18:26:00.000+03:00
30113,0.9955,0.0,0.769,0.231,2018-05-22T18:26:00.000+03:00
30114,0.9618,0.0,0.738,0.262,2018-05-22T18:25:00.000+03:00
30115,0.0,0.0,1.0,0.0,2018-05-22T18:25:00.000+03:00
30116,0.9059,0.0,0.849,0.151,2018-05-22T18:25:00.000+03:00
30117,0.8555,0.059,0.839,0.101,2018-05-22T18:25:00.000+03:00
30118,0.0,0.0,1.0,0.0,2018-05-22T18:24:00.000+03:00
30119,0.0,0.0,0.0,0.0,2018-05-22T18:24:00.000+03:00
30120,0.8877,0.013,0.893,0.094,2018-05-22T18:24:00.000+03:00
30121,0.6652,0.0,0.855,0.145,2018-05-22T18:23:00.000+03:00
30122,0.9971,0.013,0.87,0.118,2018-05-22T18:21:00.000+03:00
30123,0.997,0.013,0.871,0.116,2018-05-22T18:20:00.000+03:00
30124,0.9975,0.013,0.864,0.123,2018-05-22T18:20:00.000+03:00
30125,0.997,0.013,0.871,0.116,2018-05-22T18:20:00.000+03:00
30126,-0.8885,0.325,0.675,0.0,2018-05-22T18:20:00.000+03:00
30127,0.9652,0.0,0.925,0.075,2018-05-22T18:19:00.000+03:00
30128,0.0,0.0,1.0,0.0,2018-05-22T18:19:00.000+03:00
30129,0.9638,0.0,0.928,0.072,2018-05-22T18:19:00.000+03:00
30130,0.9224,0.055,0.807,0.138,2018-05-22T18:17:00.000+03:00
30131,0.9267,0.033,0.899,0.068,2018-05-22T18:15:00.000+03:00
30132,0.0,0.0,1.0,0.0,2018-05-22T18:15:00.000+03:00
30133,0.9239,0.068,0.842,0.09,2018-05-22T18:15:00.000+03:00
30134,0.892,0.039,0.871,0.09,2018-05-22T18:13:00.000+03:00
30135,0.9981,0.009,0.594,0.397,2018-05-22T18:13:00.000+03:00
30136,0.9956,0.0,0.746,0.254,2018-05-22T18:10:00.000+03:00
30137,0.1106,0.021,0.946,0.032,2018-05-22T18:10:00.000+03:00
30138,0.9955,0.0,0.748,0.252,2018-05-22T18:10:00.000+03:00
30139,-0.7313,0.154,0.732,0.114,2018-05-22T18:07:00.000+03:00
30140,-0.8901,0.158,0.816,0.026,2018-05-22T18:06:00.000+03:00
30141,0.9775,0.018,0.897,0.085,2018-05-22T18:04:00.000+03:00
30142,0.0,0.0,1.0,0.0,2018-05-22T18:04:00.000+03:00
30143,0.544,0.0,0.928,0.072,2018-05-22T18:04:00.000+03:00
30144,0.9646,0.0,0.92,0.08,2018-05-22T18:03:00.000+03:00
30145,0.9631,0.035,0.9,0.065,2018-05-22T18:02:00.000+03:00
30146,0.9753,0.068,0.816,0.116,2018-05-22T18:02:00.000+03:00
30147,-0.128,0.097,0.796,0.108,2018-05-22T18:02:00.000+03:00
30148,0.3802,0.052,0.868,0.08,2018-05-22T18:02:00.000+03:00
30149,-0.7755,0.06,0.912,0.028,2018-05-22T18:00:00.000+03:00
30150,-0.8969,0.066,0.91,0.024,2018-05-22T18:00:00.000+03:00
30151,-0.5719,0.103,0.821,0.076,2018-05-22T18:00:00.000+03:00
30152,0.0,0.0,1.0,0.0,2018-05-22T18:00:00.000+03:00
30153,0.4927,0.0,0.868,0.132,2018-05-22T17:59:00.000+03:00
30154,0.9611,0.062,0.841,0.097,2018-05-22T17:56:00.000+03:00
30155,0.8396,0.0,0.826,0.174,2018-05-22T17:55:00.000+03:00
30156,0.9994,0.057,0.823,0.12,2018-05-22T17:54:00.000+03:00
30157,0.9869,0.033,0.861,0.106,2018-05-22T17:54:00.000+03:00
30158,-0.1027,0.062,0.938,0.0,2018-05-22T17:54:00.000+03:00
30159,-0.1655,0.09,0.829,0.081,2018-05-22T17:52:00.000+03:00
30160,0.7579,0.06,0.863,0.078,2018-05-22T17:52:00.000+03:00
30161,0.9859,0.019,0.882,0.099,2018-05-22T17:50:00.000+03:00
30162,-0.6249,0.086,0.856,0.058,2018-05-22T17:50:00.000+03:00
30163,0.9677,0.0,0.855,0.145,2018-05-22T17:48:00.000+03:00
30164,0.9313,0.031,0.895,0.075,2018-05-22T17:47:00.000+03:00
30165,0.889,0.066,0.842,0.092,2018-05-22T17:46:00.000+03:00
30166,-0.9575,0.074,0.911,0.016,2018-05-22T17:46:00.000+03:00
30167,0.9888,0.08,0.82,0.101,2018-05-22T17:44:00.000+03:00
30168,0.5106,0.0,0.837,0.163,2018-05-22T17:44:00.000+03:00
30169,0.9931,0.076,0.817,0.107,2018-05-22T17:44:00.000+03:00
30170,0.9923,0.077,0.815,0.108,2018-05-22T17:43:00.000+03:00
30171,0.9992,0.033,0.804,0.162,2018-05-22T17:42:00.000+03:00
30172,0.9635,0.087,0.816,0.097,2018-05-22T17:42:00.000+03:00
30173,0.997,0.013,0.87,0.117,2018-05-22T17:41:00.000+03:00
30174,0.9971,0.013,0.87,0.118,2018-05-22T17:41:00.000+03:00
30175,0.9974,0.013,0.865,0.122,2018-05-22T17:41:00.000+03:00
30176,0.9971,0.013,0.87,0.118,2018-05-22T17:40:00.000+03:00
30177,0.0,0.0,1.0,0.0,2018-05-22T17:40:00.000+03:00
30178,0.9936,0.075,0.816,0.109,2018-05-22T17:40:00.000+03:00
30179,0.9971,0.013,0.87,0.118,2018-05-22T17:40:00.000+03:00
30180,0.6124,0.0,0.907,0.093,2018-05-22T17:39:00.000+03:00
30181,-0.9992,0.183,0.817,0.0,2018-05-22T17:37:00.000+03:00
30182,0.9975,0.013,0.864,0.123,2018-05-22T17:36:00.000+03:00
30183,0.9974,0.013,0.865,0.122,2018-05-22T17:36:00.000+03:00
30184,-0.8591,0.103,0.841,0.056,2018-05-22T17:34:00.000+03:00
30185,0.5209,0.0,0.919,0.081,2018-05-22T17:33:00.000+03:00
30186,0.9949,0.024,0.839,0.137,2018-05-22T17:32:00.000+03:00
30187,0.8697,0.0,0.93,0.07,2018-05-22T17:32:00.000+03:00
30188,-0.024,0.058,0.877,0.065,2018-05-22T17:29:00.000+03:00
30189,0.9491,0.047,0.788,0.165,2018-05-22T17:26:00.000+03:00
30190,0.9501,0.041,0.877,0.082,2018-05-22T17:24:00.000+03:00
30191,0.9576,0.0,0.822,0.178,2018-05-22T17:24:00.000+03:00
30192,0.6059,0.0,0.926,0.074,2018-05-22T17:22:00.000+03:00
30193,0.5849,0.108,0.69,0.202,2018-05-22T17:21:00.000+03:00
30194,0.6249,0.0,0.841,0.159,2018-05-22T17:20:00.000+03:00
30195,0.9145,0.057,0.874,0.069,2018-05-22T17:19:00.000+03:00
30196,0.0,0.0,1.0,0.0,2018-05-22T17:17:00.000+03:00
30197,-0.0258,0.157,0.692,0.151,2018-05-22T17:14:00.000+03:00
30198,0.9468,0.047,0.743,0.21,2018-05-22T17:13:00.000+03:00
30199,-0.9922,0.145,0.796,0.059,2018-05-22T17:13:00.000+03:00
30200,0.9815,0.027,0.88,0.093,2018-05-22T17:12:00.000+03:00
30201,-0.1779,0.095,0.835,0.071,2018-05-22T17:11:00.000+03:00
30202,0.0,0.0,0.0,0.0,2018-05-22T17:09:00.000+03:00
30203,0.6623,0.025,0.854,0.121,2018-05-22T17:08:00.000+03:00
30204,0.0,0.0,0.0,0.0,2018-05-22T17:07:00.000+03:00
30205,0.8042,0.0,0.904,0.096,2018-05-22T17:06:00.000+03:00
30206,0.9968,0.031,0.804,0.165,2018-05-22T17:06:00.000+03:00
30207,-0.5037,0.062,0.881,0.058,2018-05-22T17:05:00.000+03:00
30208,0.0,0.0,1.0,0.0,2018-05-22T17:05:00.000+03:00
30209,0.9335,0.0,0.793,0.207,2018-05-22T17:03:00.000+03:00
30210,0.7519,0.087,0.809,0.104,2018-05-31T17:26:00.000+03:00
30211,0.9864,0.078,0.801,0.121,2018-05-31T17:24:00.000+03:00
30212,-0.8458,0.066,0.898,0.035,2018-05-31T17:20:00.000+03:00
30213,-0.2362,0.06,0.886,0.055,2018-05-31T17:20:00.000+03:00
30214,0.9985,0.024,0.851,0.125,2018-05-31T17:17:00.000+03:00
30215,0.9946,0.03,0.861,0.108,2018-05-31T17:15:00.000+03:00
30216,-0.9686,0.134,0.748,0.118,2018-05-31T17:13:00.000+03:00
30217,0.9823,0.016,0.878,0.106,2018-05-31T17:13:00.000+03:00
30218,0.7096,0.0,0.731,0.269,2018-05-31T17:09:00.000+03:00
30219,0.7096,0.0,0.731,0.269,2018-05-31T17:09:00.000+03:00
30220,0.9659,0.018,0.858,0.124,2018-05-31T17:08:00.000+03:00
30221,0.9713,0.05,0.844,0.106,2018-05-31T17:07:00.000+03:00
30222,0.25,0.015,0.963,0.022,2018-05-31T17:03:00.000+03:00
30223,0.9959,0.019,0.807,0.173,2018-05-31T17:00:00.000+03:00
30224,-0.6652,0.083,0.917,0.0,2018-05-31T16:59:00.000+03:00
30225,0.8398,0.0,0.572,0.428,2018-05-31T16:58:00.000+03:00
30226,0.9759,0.031,0.86,0.109,2018-05-31T16:57:00.000+03:00
30227,0.0,0.0,1.0,0.0,2018-05-31T16:57:00.000+03:00
30228,0.5714,0.0,0.826,0.174,2018-05-31T16:53:00.000+03:00
30229,0.5588,0.0,0.95,0.05,2018-05-31T16:50:00.000+03:00
30230,0.9788,0.029,0.805,0.166,2018-05-31T16:50:00.000+03:00
30231,0.4404,0.0,0.914,0.086,2018-05-31T16:45:00.000+03:00
30232,0.9736,0.05,0.84,0.11,2018-05-31T16:45:00.000+03:00
30233,-0.8625,0.047,0.923,0.029,2018-05-31T16:44:00.000+03:00
30234,0.9724,0.018,0.872,0.111,2018-05-31T16:44:00.000+03:00
30235,0.9978,0.009,0.828,0.163,2018-05-31T16:40:00.000+03:00
30236,-0.7964,0.026,0.969,0.005,2018-05-31T16:38:00.000+03:00
30237,0.5859,0.063,0.854,0.083,2018-05-31T16:37:00.000+03:00
30238,0.0,0.0,1.0,0.0,2018-05-31T16:36:00.000+03:00
30239,0.0,0.0,1.0,0.0,2018-05-31T16:34:00.000+03:00
30240,0.2244,0.0,0.873,0.127,2018-05-31T16:34:00.000+03:00
30241,-0.8813,0.161,0.796,0.043,2018-05-31T16:33:00.000+03:00
30242,0.9287,0.018,0.89,0.092,2018-05-31T16:31:00.000+03:00
30243,0.9985,0.0,0.811,0.189,2018-05-31T16:31:00.000+03:00
30244,0.0,0.0,1.0,0.0,2018-05-31T16:30:00.000+03:00
30245,0.6041,0.097,0.744,0.159,2018-05-31T16:27:00.000+03:00
30246,0.0,0.0,1.0,0.0,2018-05-31T16:27:00.000+03:00
30247,0.5106,0.0,0.875,0.125,2018-05-31T16:27:00.000+03:00
30248,0.0,0.0,1.0,0.0,2018-05-31T16:23:00.000+03:00
30249,-0.2263,0.087,0.913,0.0,2018-05-31T16:22:00.000+03:00
30250,0.9195,0.043,0.856,0.101,2018-05-31T16:22:00.000+03:00
30251,0.7096,0.031,0.919,0.05,2018-05-31T16:19:00.000+03:00
30252,0.0,0.0,1.0,0.0,2018-05-31T16:16:00.000+03:00
30253,0.836,0.015,0.919,0.067,2018-05-31T16:16:00.000+03:00
30254,0.7015,0.048,0.779,0.173,2018-05-31T16:14:00.000+03:00
30255,0.924,0.0,0.815,0.185,2018-05-31T16:13:00.000+03:00
30256,0.8225,0.0,0.823,0.177,2018-05-31T16:11:00.000+03:00
30257,0.976,0.018,0.887,0.096,2018-05-31T16:08:00.000+03:00
30258,0.9708,0.026,0.848,0.126,2018-05-31T16:07:00.000+03:00
30259,-0.6718,0.053,0.947,0.0,2018-05-31T16:04:00.000+03:00
30260,-0.6718,0.053,0.947,0.0,2018-05-31T16:04:00.000+03:00
30261,0.0,0.0,1.0,0.0,2018-05-31T16:03:00.000+03:00
30262,0.946,0.019,0.873,0.108,2018-05-31T16:00:00.000+03:00
30263,0.7993,0.0,0.727,0.273,2018-05-31T15:59:00.000+03:00
30264,0.8016,0.0,0.625,0.375,2018-05-31T15:52:00.000+03:00
30265,0.9932,0.068,0.804,0.128,2018-05-31T15:47:00.000+03:00
30266,0.3612,0.02,0.931,0.049,2018-05-31T15:47:00.000+03:00
30267,0.3182,0.0,0.97,0.03,2018-05-31T15:46:00.000+03:00
30268,0.9947,0.021,0.827,0.152,2018-05-31T15:46:00.000+03:00
30269,0.382,0.062,0.823,0.115,2018-05-31T15:40:00.000+03:00
30270,0.5859,0.093,0.799,0.108,2018-05-31T15:36:00.000+03:00
30271,0.5859,0.093,0.799,0.108,2018-05-31T15:36:00.000+03:00
30272,0.3197,0.112,0.779,0.109,2018-05-31T15:35:00.000+03:00
30273,0.9413,0.0,0.807,0.193,2018-05-31T15:30:00.000+03:00
30274,-0.7964,0.231,0.769,0.0,2018-05-31T15:29:00.000+03:00
30275,0.8105,0.0,0.792,0.208,2018-05-31T15:28:00.000+03:00
30276,-0.2144,0.057,0.903,0.04,2018-05-31T15:28:00.000+03:00
30277,0.0,0.0,1.0,0.0,2018-05-31T15:27:00.000+03:00
30278,0.3612,0.0,0.944,0.056,2018-05-31T15:21:00.000+03:00
30279,0.0498,0.095,0.815,0.09,2018-05-31T15:16:00.000+03:00
30280,0.5093,0.075,0.818,0.106,2018-05-31T15:12:00.000+03:00
30281,0.9913,0.008,0.802,0.19,2018-05-31T15:04:00.000+03:00
30282,0.8796,0.026,0.908,0.066,2018-05-31T15:04:00.000+03:00
30283,0.5574,0.052,0.804,0.143,2018-05-31T15:03:00.000+03:00
30284,0.987,0.063,0.803,0.133,2018-05-31T15:02:00.000+03:00
30285,-0.7172,0.076,0.858,0.066,2018-05-31T15:00:00.000+03:00
30286,0.7672,0.024,0.839,0.137,2018-05-31T15:00:00.000+03:00
30287,0.7184,0.032,0.925,0.043,2018-05-31T15:00:00.000+03:00
30288,0.6249,0.015,0.922,0.063,2018-05-31T14:57:00.000+03:00
30289,0.0,0.0,1.0,0.0,2018-05-31T14:57:00.000+03:00
30290,0.0,0.0,1.0,0.0,2018-05-31T14:55:00.000+03:00
30291,-0.9331,0.138,0.826,0.037,2018-05-31T14:54:00.000+03:00
30292,0.9659,0.018,0.858,0.124,2018-05-31T14:54:00.000+03:00
30293,0.296,0.0,0.855,0.145,2018-05-31T14:53:00.000+03:00
30294,0.9756,0.057,0.867,0.076,2018-05-31T14:50:00.000+03:00
30295,0.0,0.0,1.0,0.0,2018-05-31T14:49:00.000+03:00
30296,0.6848,0.0,0.951,0.049,2018-05-31T14:45:00.000+03:00
30297,0.296,0.0,0.891,0.109,2018-05-31T14:45:00.000+03:00
30298,0.9638,0.0,0.653,0.347,2018-05-31T14:43:00.000+03:00
30299,0.5267,0.079,0.772,0.15,2018-05-31T14:41:00.000+03:00
30300,0.0,0.0,1.0,0.0,2018-05-31T14:41:00.000+03:00
30301,0.7333,0.0,0.66,0.34,2018-05-31T14:39:00.000+03:00
30302,0.9373,0.0,0.702,0.298,2018-05-31T14:39:00.000+03:00
30303,0.7333,0.0,0.66,0.34,2018-05-31T14:39:00.000+03:00
30304,0.0,0.0,1.0,0.0,2018-05-31T14:35:00.000+03:00
30305,0.0,0.0,0.0,0.0,2018-05-31T14:32:00.000+03:00
30306,0.9964,0.037,0.845,0.119,2018-05-31T14:31:00.000+03:00
30307,0.9966,0.037,0.843,0.12,2018-05-31T14:30:00.000+03:00
30308,0.9377,0.029,0.877,0.094,2018-05-31T14:30:00.000+03:00
30309,0.9968,0.036,0.841,0.123,2018-05-31T14:26:00.000+03:00
30310,0.1779,0.044,0.905,0.051,2018-05-26T18:57:00.000+03:00
30311,0.0,0.0,1.0,0.0,2018-05-26T18:55:00.000+03:00
30312,0.9831,0.04,0.876,0.084,2018-05-26T18:55:00.000+03:00
30313,0.9667,0.063,0.853,0.084,2018-05-26T18:53:00.000+03:00
30314,0.1531,0.022,0.947,0.03,2018-05-26T18:50:00.000+03:00
30315,-0.25,0.074,0.867,0.059,2018-05-26T18:50:00.000+03:00
30316,0.9833,0.031,0.859,0.11,2018-05-26T18:49:00.000+03:00
30317,0.9545,0.031,0.828,0.141,2018-05-26T18:44:00.000+03:00
30318,-0.9527,0.155,0.795,0.049,2018-05-26T18:44:00.000+03:00
30319,0.9259,0.021,0.895,0.083,2018-05-26T18:43:00.000+03:00
30320,-0.9901,0.146,0.801,0.053,2018-05-26T18:42:00.000+03:00
30321,0.9666,0.02,0.795,0.184,2018-05-26T18:37:00.000+03:00
30322,-0.6999,0.052,0.906,0.042,2018-05-26T18:33:00.000+03:00
30323,0.0,0.0,0.0,0.0,2018-05-26T18:31:00.000+03:00
30324,0.5432,0.0,0.886,0.114,2018-05-26T18:30:00.000+03:00
30325,0.9973,0.047,0.763,0.19,2018-05-26T18:27:00.000+03:00
30326,0.6486,0.0,0.911,0.089,2018-05-26T18:27:00.000+03:00
30327,0.9274,0.0,0.849,0.151,2018-05-26T18:24:00.000+03:00
30328,0.3678,0.091,0.798,0.111,2018-05-26T18:19:00.000+03:00
30329,0.5533,0.04,0.883,0.076,2018-05-26T18:15:00.000+03:00
30330,0.0,0.0,1.0,0.0,2018-05-26T18:15:00.000+03:00
30331,0.9617,0.018,0.89,0.093,2018-05-26T18:14:00.000+03:00
30332,-0.3612,0.065,0.892,0.044,2018-05-26T18:12:00.000+03:00
30333,0.0,0.0,1.0,0.0,2018-05-26T18:06:00.000+03:00
30334,0.9833,0.031,0.862,0.108,2018-05-26T18:06:00.000+03:00
30335,-0.2999,0.094,0.803,0.103,2018-05-26T18:05:00.000+03:00
30336,-0.8187,0.114,0.824,0.062,2018-05-26T18:03:00.000+03:00
30337,0.9118,0.0,0.881,0.119,2018-05-26T18:03:00.000+03:00
30338,0.9142,0.06,0.798,0.143,2018-05-26T18:00:00.000+03:00
30339,0.8074,0.024,0.874,0.102,2018-05-26T18:00:00.000+03:00
30340,-0.7479,0.165,0.787,0.048,2018-05-26T17:57:00.000+03:00
30341,-0.0759,0.109,0.784,0.107,2018-05-26T17:56:00.000+03:00
30342,0.9955,0.014,0.742,0.244,2018-05-26T17:54:00.000+03:00
30343,0.9977,0.054,0.815,0.131,2018-05-26T17:54:00.000+03:00
30344,0.98,0.022,0.749,0.229,2018-05-26T17:53:00.000+03:00
30345,0.8481,0.036,0.856,0.108,2018-05-26T17:53:00.000+03:00
30346,0.0,0.0,1.0,0.0,2018-05-26T17:43:00.000+03:00
